sentence,condition,CW- or CWC-congruent
"If Mary and Tom had loved vegetables, The educators would have fed them with meat.",CWC,N
"If Mary and Tom had loved vegetables, The educators might have fed them with meat.",CWC,N
"If Mary and Tom had loved vegetables, The educators would have fed them with chicken.",CWC,N
"If Mary and Tom had loved vegetables, The educators might have fed them with chicken.",CWC,N
"If Mary and Tom had loved vegetables, The educators would have fed them with beef.",CWC,N
"If Mary and Tom had loved vegetables, The educators might have fed them with beef.",CWC,N
"If Mary and Tom had loved vegetables, The educators would have fed them with fish.",CWC,N
"If Mary and Tom had loved vegetables, The educators might have fed them with fish.",CWC,N
"If Mary and Tom had loved vegetables, The educators would have fed them with burgers.",CWC,N
"If Mary and Tom had loved vegetables, The educators might have fed them with burgers.",CWC,N
"If Mary and Tom had eaten vegetables, people would have fed them with meat.",CWC,N
"If Mary and Tom had eaten vegetables, people might have fed them with meat.",CWC,N
"If Mary and Tom had eaten vegetables, people would have fed them with chicken.",CWC,N
"If Mary and Tom had eaten vegetables, people might have fed them with chicken.",CWC,N
"If Mary and Tom had eaten vegetables, people would have fed them with beef.",CWC,N
"If Mary and Tom had eaten vegetables, people might have fed them with beef.",CWC,N
"If Mary and Tom had eaten vegetables, people would have fed them with fish.",CWC,N
"If Mary and Tom had eaten vegetables, people might have fed them with fish.",CWC,N
"If Mary and Tom had eaten vegetables, people would have fed them with burgers.",CWC,N
"If Mary and Tom had eaten vegetables, people might have fed them with burgers.",CWC,N
"If Mary and Tom had eaten vegetables, families would have fed them with meat.",CWC,N
"If Mary and Tom had eaten vegetables, families might have fed them with meat.",CWC,N
"If Mary and Tom had eaten vegetables, families would have fed them with chicken.",CWC,N
"If Mary and Tom had eaten vegetables, families might have fed them with chicken.",CWC,N
"If Mary and Tom had eaten vegetables, families would have fed them with beef.",CWC,N
"If Mary and Tom had eaten vegetables, families might have fed them with beef.",CWC,N
"If Mary and Tom had eaten vegetables, families would have fed them with fish.",CWC,N
"If Mary and Tom had eaten vegetables, families might have fed them with fish.",CWC,N
"If Mary and Tom had eaten vegetables, families would have fed them with burgers.",CWC,N
"If Mary and Tom had eaten vegetables, families might have fed them with burgers.",CWC,N
"If Mary and Tom had eaten vegetables, their mothers would have fed them with meat.",CWC,N
"If Mary and Tom had eaten vegetables, their mothers might have fed them with meat.",CWC,N
"If Mary and Tom had eaten vegetables, their mothers would have fed them with chicken.",CWC,N
"If Mary and Tom had eaten vegetables, their mothers might have fed them with chicken.",CWC,N
"If Mary and Tom had eaten vegetables, their mothers would have fed them with beef.",CWC,N
"If Mary and Tom had eaten vegetables, their mothers might have fed them with beef.",CWC,N
"If Mary and Tom had eaten vegetables, their mothers would have fed them with fish.",CWC,N
"If Mary and Tom had eaten vegetables, their mothers might have fed them with fish.",CWC,N
"If Mary and Tom had eaten vegetables, their mothers would have fed them with burgers.",CWC,N
"If Mary and Tom had eaten vegetables, their mothers might have fed them with burgers.",CWC,N
"If Mary and Tom had eaten vegetables, The restaurant owners would have fed them with meat.",CWC,N
"If Mary and Tom had eaten vegetables, The restaurant owners might have fed them with meat.",CWC,N
"If Mary and Tom had eaten vegetables, The restaurant owners would have fed them with chicken.",CWC,N
"If Mary and Tom had eaten vegetables, The restaurant owners might have fed them with chicken.",CWC,N
"If Mary and Tom had eaten vegetables, The restaurant owners would have fed them with beef.",CWC,N
"If Mary and Tom had eaten vegetables, The restaurant owners might have fed them with beef.",CWC,N
"If Mary and Tom had eaten vegetables, The restaurant owners would have fed them with fish.",CWC,N
"If Mary and Tom had eaten vegetables, The restaurant owners might have fed them with fish.",CWC,N
"If Mary and Tom had eaten vegetables, The restaurant owners would have fed them with burgers.",CWC,N
"If Mary and Tom had eaten vegetables, The restaurant owners might have fed them with burgers.",CWC,N
"If Mary and Tom had eaten vegetables, The educators would have fed them with meat.",CWC,N
"If Mary and Tom had eaten vegetables, The educators might have fed them with meat.",CWC,N
"If Mary and Tom had eaten vegetables, The educators would have fed them with chicken.",CWC,N
"If Mary and Tom had eaten vegetables, The educators might have fed them with chicken.",CWC,N
"If Mary and Tom had eaten vegetables, The educators would have fed them with beef.",CWC,N
"If Mary and Tom had eaten vegetables, The educators might have fed them with beef.",CWC,N
"If Mary and Tom had eaten vegetables, The educators would have fed them with fish.",CWC,N
"If Mary and Tom had eaten vegetables, The educators might have fed them with fish.",CWC,N
"If Mary and Tom had eaten vegetables, The educators would have fed them with burgers.",CWC,N
"If Mary and Tom had eaten vegetables, The educators might have fed them with burgers.",CWC,N
"If Mary and Tom had liked vegetables, people would have fed them with meat.",CWC,N
"If Mary and Tom had liked vegetables, people might have fed them with meat.",CWC,N
"If Mary and Tom had liked vegetables, people would have fed them with chicken.",CWC,N
"If Mary and Tom had liked vegetables, people might have fed them with chicken.",CWC,N
"If Mary and Tom had liked vegetables, people would have fed them with beef.",CWC,N
"If Mary and Tom had liked vegetables, people might have fed them with beef.",CWC,N
"If Mary and Tom had liked vegetables, people would have fed them with fish.",CWC,N
"If Mary and Tom had liked vegetables, people might have fed them with fish.",CWC,N
"If Mary and Tom had liked vegetables, people would have fed them with burgers.",CWC,N
"If Mary and Tom had liked vegetables, people might have fed them with burgers.",CWC,N
"If Mary and Tom had liked vegetables, families would have fed them with meat.",CWC,N
"If Mary and Tom had liked vegetables, families might have fed them with meat.",CWC,N
"If Mary and Tom had liked vegetables, families would have fed them with chicken.",CWC,N
"If Mary and Tom had liked vegetables, families might have fed them with chicken.",CWC,N
"If Mary and Tom had liked vegetables, families would have fed them with beef.",CWC,N
"If Mary and Tom had liked vegetables, families might have fed them with beef.",CWC,N
"If Mary and Tom had liked vegetables, families would have fed them with fish.",CWC,N
"If Mary and Tom had liked vegetables, families might have fed them with fish.",CWC,N
"If Mary and Tom had liked vegetables, families would have fed them with burgers.",CWC,N
"If Mary and Tom had liked vegetables, families might have fed them with burgers.",CWC,N
"If Mary and Tom had liked vegetables, their mothers would have fed them with meat.",CWC,N
"If Mary and Tom had liked vegetables, their mothers might have fed them with meat.",CWC,N
"If Mary and Tom had liked vegetables, their mothers would have fed them with chicken.",CWC,N
"If Mary and Tom had liked vegetables, their mothers might have fed them with chicken.",CWC,N
"If Mary and Tom had liked vegetables, their mothers would have fed them with beef.",CWC,N
"If Mary and Tom had liked vegetables, their mothers might have fed them with beef.",CWC,N
"If Mary and Tom had liked vegetables, their mothers would have fed them with fish.",CWC,N
"If Mary and Tom had liked vegetables, their mothers might have fed them with fish.",CWC,N
"If Mary and Tom had liked vegetables, their mothers would have fed them with burgers.",CWC,N
"If Mary and Tom had liked vegetables, their mothers might have fed them with burgers.",CWC,N
"If Mary and Tom had liked vegetables, The restaurant owners would have fed them with meat.",CWC,N
"If Mary and Tom had liked vegetables, The restaurant owners might have fed them with meat.",CWC,N
"If Mary and Tom had liked vegetables, The restaurant owners would have fed them with chicken.",CWC,N
"If Mary and Tom had liked vegetables, The restaurant owners might have fed them with chicken.",CWC,N
"If Mary and Tom had liked vegetables, The restaurant owners would have fed them with beef.",CWC,N
"If Mary and Tom had liked vegetables, The restaurant owners might have fed them with beef.",CWC,N
"If Mary and Tom had liked vegetables, The restaurant owners would have fed them with fish.",CWC,N
"If Mary and Tom had liked vegetables, The restaurant owners might have fed them with fish.",CWC,N
"If Mary and Tom had liked vegetables, The restaurant owners would have fed them with burgers.",CWC,N
"If Mary and Tom had liked vegetables, The restaurant owners might have fed them with burgers.",CWC,N
"If Mary and Tom had liked vegetables, The educators would have fed them with meat.",CWC,N
"If Mary and Tom had liked vegetables, The educators might have fed them with meat.",CWC,N
"If Mary and Tom had liked vegetables, The educators would have fed them with chicken.",CWC,N
"If Mary and Tom had liked vegetables, The educators might have fed them with chicken.",CWC,N
"If Mary and Tom had liked vegetables, The educators would have fed them with beef.",CWC,N
"If Mary and Tom had liked vegetables, The educators might have fed them with beef.",CWC,N
"If Mary and Tom had liked vegetables, The educators would have fed them with fish.",CWC,N
"If Mary and Tom had liked vegetables, The educators might have fed them with fish.",CWC,N
"If Mary and Tom had liked vegetables, The educators would have fed them with burgers.",CWC,N
"If Mary and Tom had liked vegetables, The educators might have fed them with burgers.",CWC,N
"If Mary and Tom had been interested in vegetables, people would have fed them with meat.",CWC,N
"If Mary and Tom had been interested in vegetables, people might have fed them with meat.",CWC,N
"If Mary and Tom had been interested in vegetables, people would have fed them with chicken.",CWC,N
"If Mary and Tom had been interested in vegetables, people might have fed them with chicken.",CWC,N
"If Mary and Tom had been interested in vegetables, people would have fed them with beef.",CWC,N
"If Mary and Tom had been interested in vegetables, people might have fed them with beef.",CWC,N
"If Mary and Tom had been interested in vegetables, people would have fed them with fish.",CWC,N
"If Mary and Tom had been interested in vegetables, people might have fed them with fish.",CWC,N
"If Mary and Tom had been interested in vegetables, people would have fed them with burgers.",CWC,N
"If Mary and Tom had been interested in vegetables, people might have fed them with burgers.",CWC,N
"If Mary and Tom had been interested in vegetables, families would have fed them with meat.",CWC,N
"If Mary and Tom had been interested in vegetables, families might have fed them with meat.",CWC,N
"If Mary and Tom had been interested in vegetables, families would have fed them with chicken.",CWC,N
"If Mary and Tom had been interested in vegetables, families might have fed them with chicken.",CWC,N
"If Mary and Tom had been interested in vegetables, families would have fed them with beef.",CWC,N
"If Mary and Tom had been interested in vegetables, families might have fed them with beef.",CWC,N
"If Mary and Tom had been interested in vegetables, families would have fed them with fish.",CWC,N
"If Mary and Tom had been interested in vegetables, families might have fed them with fish.",CWC,N
"If Mary and Tom had been interested in vegetables, families would have fed them with burgers.",CWC,N
"If Mary and Tom had been interested in vegetables, families might have fed them with burgers.",CWC,N
"If Mary and Tom had been interested in vegetables, their mothers would have fed them with meat.",CWC,N
"If Mary and Tom had been interested in vegetables, their mothers might have fed them with meat.",CWC,N
"If Mary and Tom had been interested in vegetables, their mothers would have fed them with chicken.",CWC,N
"If Mary and Tom had been interested in vegetables, their mothers might have fed them with chicken.",CWC,N
"If Mary and Tom had been interested in vegetables, their mothers would have fed them with beef.",CWC,N
"If Mary and Tom had been interested in vegetables, their mothers might have fed them with beef.",CWC,N
"If Mary and Tom had been interested in vegetables, their mothers would have fed them with fish.",CWC,N
"If Mary and Tom had been interested in vegetables, their mothers might have fed them with fish.",CWC,N
"If Mary and Tom had been interested in vegetables, their mothers would have fed them with burgers.",CWC,N
"If Mary and Tom had been interested in vegetables, their mothers might have fed them with burgers.",CWC,N
"If Mary and Tom had been interested in vegetables, The restaurant owners would have fed them with meat.",CWC,N
"If Mary and Tom had been interested in vegetables, The restaurant owners might have fed them with meat.",CWC,N
"If Mary and Tom had been interested in vegetables, The restaurant owners would have fed them with chicken.",CWC,N
"If Mary and Tom had been interested in vegetables, The restaurant owners might have fed them with chicken.",CWC,N
"If Mary and Tom had been interested in vegetables, The restaurant owners would have fed them with beef.",CWC,N
"If Mary and Tom had been interested in vegetables, The restaurant owners might have fed them with beef.",CWC,N
"If Mary and Tom had been interested in vegetables, The restaurant owners would have fed them with fish.",CWC,N
"If Mary and Tom had been interested in vegetables, The restaurant owners might have fed them with fish.",CWC,N
"If Mary and Tom had been interested in vegetables, The restaurant owners would have fed them with burgers.",CWC,N
"If Mary and Tom had been interested in vegetables, The restaurant owners might have fed them with burgers.",CWC,N
"If Mary and Tom had been interested in vegetables, The educators would have fed them with meat.",CWC,N
"If Mary and Tom had been interested in vegetables, The educators might have fed them with meat.",CWC,N
"If Mary and Tom had been interested in vegetables, The educators would have fed them with chicken.",CWC,N
"If Mary and Tom had been interested in vegetables, The educators might have fed them with chicken.",CWC,N
"If Mary and Tom had been interested in vegetables, The educators would have fed them with beef.",CWC,N
"If Mary and Tom had been interested in vegetables, The educators might have fed them with beef.",CWC,N
"If Mary and Tom had been interested in vegetables, The educators would have fed them with fish.",CWC,N
"If Mary and Tom had been interested in vegetables, The educators might have fed them with fish.",CWC,N
"If Mary and Tom had been interested in vegetables, The educators would have fed them with burgers.",CWC,N
"If Mary and Tom had been interested in vegetables, The educators might have fed them with burgers.",CWC,N
"If the children had loved vegetables, people would have fed them with meat.",CWC,N
"If the children had loved vegetables, people might have fed them with meat.",CWC,N
"If the children had loved vegetables, people would have fed them with chicken.",CWC,N
"If the children had loved vegetables, people might have fed them with chicken.",CWC,N
"If the children had loved vegetables, people would have fed them with beef.",CWC,N
"If the children had loved vegetables, people might have fed them with beef.",CWC,N
"If the children had loved vegetables, people would have fed them with fish.",CWC,N
"If the children had loved vegetables, people might have fed them with fish.",CWC,N
"If the children had loved vegetables, people would have fed them with burgers.",CWC,N
"If the children had loved vegetables, people might have fed them with burgers.",CWC,N
"If the children had loved vegetables, families would have fed them with meat.",CWC,N
"If the children had loved vegetables, families might have fed them with meat.",CWC,N
"If the children had loved vegetables, families would have fed them with chicken.",CWC,N
"If the children had loved vegetables, families might have fed them with chicken.",CWC,N
"If the children had loved vegetables, families would have fed them with beef.",CWC,N
"If the children had loved vegetables, families might have fed them with beef.",CWC,N
"If the children had loved vegetables, families would have fed them with fish.",CWC,N
"If the children had loved vegetables, families might have fed them with fish.",CWC,N
"If the children had loved vegetables, families would have fed them with burgers.",CWC,N
"If the children had loved vegetables, families might have fed them with burgers.",CWC,N
"If the children had loved vegetables, their mothers would have fed them with meat.",CWC,N
"If the children had loved vegetables, their mothers might have fed them with meat.",CWC,N
"If the children had loved vegetables, their mothers would have fed them with chicken.",CWC,N
"If the children had loved vegetables, their mothers might have fed them with chicken.",CWC,N
"If the children had loved vegetables, their mothers would have fed them with beef.",CWC,N
"If the children had loved vegetables, their mothers might have fed them with beef.",CWC,N
"If the children had loved vegetables, their mothers would have fed them with fish.",CWC,N
"If the children had loved vegetables, their mothers might have fed them with fish.",CWC,N
"If the children had loved vegetables, their mothers would have fed them with burgers.",CWC,N
"If the children had loved vegetables, their mothers might have fed them with burgers.",CWC,N
"If the children had loved vegetables, The restaurant owners would have fed them with meat.",CWC,N
"If the children had loved vegetables, The restaurant owners might have fed them with meat.",CWC,N
"If the children had loved vegetables, The restaurant owners would have fed them with chicken.",CWC,N
"If the children had loved vegetables, The restaurant owners might have fed them with chicken.",CWC,N
"If the children had loved vegetables, The restaurant owners would have fed them with beef.",CWC,N
"If the children had loved vegetables, The restaurant owners might have fed them with beef.",CWC,N
"If the children had loved vegetables, The restaurant owners would have fed them with fish.",CWC,N
"If the children had loved vegetables, The restaurant owners might have fed them with fish.",CWC,N
"If the children had loved vegetables, The restaurant owners would have fed them with burgers.",CWC,N
"If the children had loved vegetables, The restaurant owners might have fed them with burgers.",CWC,N
"If the children had loved vegetables, The educators would have fed them with meat.",CWC,N
"If the children had loved vegetables, The educators might have fed them with meat.",CWC,N
"If the children had loved vegetables, The educators would have fed them with chicken.",CWC,N
"If the children had loved vegetables, The educators might have fed them with chicken.",CWC,N
"If the children had loved vegetables, The educators would have fed them with beef.",CWC,N
"If the children had loved vegetables, The educators might have fed them with beef.",CWC,N
"If the children had loved vegetables, The educators would have fed them with fish.",CWC,N
"If the children had loved vegetables, The educators might have fed them with fish.",CWC,N
"If the children had loved vegetables, The educators would have fed them with burgers.",CWC,N
"If the children had loved vegetables, The educators might have fed them with burgers.",CWC,N
"If the children had eaten vegetables, people would have fed them with meat.",CWC,N
"If the children had eaten vegetables, people might have fed them with meat.",CWC,N
"If the children had eaten vegetables, people would have fed them with chicken.",CWC,N
"If the children had eaten vegetables, people might have fed them with chicken.",CWC,N
"If the children had eaten vegetables, people would have fed them with beef.",CWC,N
"If the children had eaten vegetables, people might have fed them with beef.",CWC,N
"If the children had eaten vegetables, people would have fed them with fish.",CWC,N
"If the children had eaten vegetables, people might have fed them with fish.",CWC,N
"If the children had eaten vegetables, people would have fed them with burgers.",CWC,N
"If the children had eaten vegetables, people might have fed them with burgers.",CWC,N
"If the children had eaten vegetables, families would have fed them with meat.",CWC,N
"If the children had eaten vegetables, families might have fed them with meat.",CWC,N
"If the children had eaten vegetables, families would have fed them with chicken.",CWC,N
"If the children had eaten vegetables, families might have fed them with chicken.",CWC,N
"If the children had eaten vegetables, families would have fed them with beef.",CWC,N
"If the children had eaten vegetables, families might have fed them with beef.",CWC,N
"If the children had eaten vegetables, families would have fed them with fish.",CWC,N
"If the children had eaten vegetables, families might have fed them with fish.",CWC,N
"If the children had eaten vegetables, families would have fed them with burgers.",CWC,N
"If the children had eaten vegetables, families might have fed them with burgers.",CWC,N
"If the children had eaten vegetables, their mothers would have fed them with meat.",CWC,N
"If the children had eaten vegetables, their mothers might have fed them with meat.",CWC,N
"If the children had eaten vegetables, their mothers would have fed them with chicken.",CWC,N
"If the children had eaten vegetables, their mothers might have fed them with chicken.",CWC,N
"If the children had eaten vegetables, their mothers would have fed them with beef.",CWC,N
"If the children had eaten vegetables, their mothers might have fed them with beef.",CWC,N
"If the children had eaten vegetables, their mothers would have fed them with fish.",CWC,N
"If the children had eaten vegetables, their mothers might have fed them with fish.",CWC,N
"If the children had eaten vegetables, their mothers would have fed them with burgers.",CWC,N
"If the children had eaten vegetables, their mothers might have fed them with burgers.",CWC,N
"If the children had eaten vegetables, The restaurant owners would have fed them with meat.",CWC,N
"If the children had eaten vegetables, The restaurant owners might have fed them with meat.",CWC,N
"If the children had eaten vegetables, The restaurant owners would have fed them with chicken.",CWC,N
"If the children had eaten vegetables, The restaurant owners might have fed them with chicken.",CWC,N
"If the children had eaten vegetables, The restaurant owners would have fed them with beef.",CWC,N
"If the children had eaten vegetables, The restaurant owners might have fed them with beef.",CWC,N
"If the children had eaten vegetables, The restaurant owners would have fed them with fish.",CWC,N
"If the children had eaten vegetables, The restaurant owners might have fed them with fish.",CWC,N
"If the children had eaten vegetables, The restaurant owners would have fed them with burgers.",CWC,N
"If the children had eaten vegetables, The restaurant owners might have fed them with burgers.",CWC,N
"If the children had eaten vegetables, The educators would have fed them with meat.",CWC,N
"If the children had eaten vegetables, The educators might have fed them with meat.",CWC,N
"If the children had eaten vegetables, The educators would have fed them with chicken.",CWC,N
"If the children had eaten vegetables, The educators might have fed them with chicken.",CWC,N
"If the children had eaten vegetables, The educators would have fed them with beef.",CWC,N
"If the children had eaten vegetables, The educators might have fed them with beef.",CWC,N
"If the children had eaten vegetables, The educators would have fed them with fish.",CWC,N
"If the children had eaten vegetables, The educators might have fed them with fish.",CWC,N
"If the children had eaten vegetables, The educators would have fed them with burgers.",CWC,N
"If the children had eaten vegetables, The educators might have fed them with burgers.",CWC,N
"If the children had liked vegetables, people would have fed them with meat.",CWC,N
"If the children had liked vegetables, people might have fed them with meat.",CWC,N
"If the children had liked vegetables, people would have fed them with chicken.",CWC,N
"If the children had liked vegetables, people might have fed them with chicken.",CWC,N
"If the children had liked vegetables, people would have fed them with beef.",CWC,N
"If the children had liked vegetables, people might have fed them with beef.",CWC,N
"If the children had liked vegetables, people would have fed them with fish.",CWC,N
"If the children had liked vegetables, people might have fed them with fish.",CWC,N
"If the children had liked vegetables, people would have fed them with burgers.",CWC,N
"If the children had liked vegetables, people might have fed them with burgers.",CWC,N
"If the children had liked vegetables, families would have fed them with meat.",CWC,N
"If the children had liked vegetables, families might have fed them with meat.",CWC,N
"If the children had liked vegetables, families would have fed them with chicken.",CWC,N
"If the children had liked vegetables, families might have fed them with chicken.",CWC,N
"If the children had liked vegetables, families would have fed them with beef.",CWC,N
"If the children had liked vegetables, families might have fed them with beef.",CWC,N
"If the children had liked vegetables, families would have fed them with fish.",CWC,N
"If the children had liked vegetables, families might have fed them with fish.",CWC,N
"If the children had liked vegetables, families would have fed them with burgers.",CWC,N
"If the children had liked vegetables, families might have fed them with burgers.",CWC,N
"If the children had liked vegetables, their mothers would have fed them with meat.",CWC,N
"If the children had liked vegetables, their mothers might have fed them with meat.",CWC,N
"If the children had liked vegetables, their mothers would have fed them with chicken.",CWC,N
"If the children had liked vegetables, their mothers might have fed them with chicken.",CWC,N
"If the children had liked vegetables, their mothers would have fed them with beef.",CWC,N
"If the children had liked vegetables, their mothers might have fed them with beef.",CWC,N
"If the children had liked vegetables, their mothers would have fed them with fish.",CWC,N
"If the children had liked vegetables, their mothers might have fed them with fish.",CWC,N
"If the children had liked vegetables, their mothers would have fed them with burgers.",CWC,N
"If the children had liked vegetables, their mothers might have fed them with burgers.",CWC,N
"If the children had liked vegetables, The restaurant owners would have fed them with meat.",CWC,N
"If the children had liked vegetables, The restaurant owners might have fed them with meat.",CWC,N
"If the children had liked vegetables, The restaurant owners would have fed them with chicken.",CWC,N
"If the children had liked vegetables, The restaurant owners might have fed them with chicken.",CWC,N
"If the children had liked vegetables, The restaurant owners would have fed them with beef.",CWC,N
"If the children had liked vegetables, The restaurant owners might have fed them with beef.",CWC,N
"If the children had liked vegetables, The restaurant owners would have fed them with fish.",CWC,N
"If the children had liked vegetables, The restaurant owners might have fed them with fish.",CWC,N
"If the children had liked vegetables, The restaurant owners would have fed them with burgers.",CWC,N
"If the children had liked vegetables, The restaurant owners might have fed them with burgers.",CWC,N
"If the children had liked vegetables, The educators would have fed them with meat.",CWC,N
"If the children had liked vegetables, The educators might have fed them with meat.",CWC,N
"If the children had liked vegetables, The educators would have fed them with chicken.",CWC,N
"If the children had liked vegetables, The educators might have fed them with chicken.",CWC,N
"If the children had liked vegetables, The educators would have fed them with beef.",CWC,N
"If the children had liked vegetables, The educators might have fed them with beef.",CWC,N
"If the children had liked vegetables, The educators would have fed them with fish.",CWC,N
"If the children had liked vegetables, The educators might have fed them with fish.",CWC,N
"If the children had liked vegetables, The educators would have fed them with burgers.",CWC,N
"If the children had liked vegetables, The educators might have fed them with burgers.",CWC,N
"If the children had been interested in vegetables, people would have fed them with meat.",CWC,N
"If the children had been interested in vegetables, people might have fed them with meat.",CWC,N
"If the children had been interested in vegetables, people would have fed them with chicken.",CWC,N
"If the children had been interested in vegetables, people might have fed them with chicken.",CWC,N
"If the children had been interested in vegetables, people would have fed them with beef.",CWC,N
"If the children had been interested in vegetables, people might have fed them with beef.",CWC,N
"If the children had been interested in vegetables, people would have fed them with fish.",CWC,N
"If the children had been interested in vegetables, people might have fed them with fish.",CWC,N
"If the children had been interested in vegetables, people would have fed them with burgers.",CWC,N
"If the children had been interested in vegetables, people might have fed them with burgers.",CWC,N
"If the children had been interested in vegetables, families would have fed them with meat.",CWC,N
"If the children had been interested in vegetables, families might have fed them with meat.",CWC,N
"If the children had been interested in vegetables, families would have fed them with chicken.",CWC,N
"If the children had been interested in vegetables, families might have fed them with chicken.",CWC,N
"If the children had been interested in vegetables, families would have fed them with beef.",CWC,N
"If the children had been interested in vegetables, families might have fed them with beef.",CWC,N
"If the children had been interested in vegetables, families would have fed them with fish.",CWC,N
"If the children had been interested in vegetables, families might have fed them with fish.",CWC,N
"If the children had been interested in vegetables, families would have fed them with burgers.",CWC,N
"If the children had been interested in vegetables, families might have fed them with burgers.",CWC,N
"If the children had been interested in vegetables, their mothers would have fed them with meat.",CWC,N
"If the children had been interested in vegetables, their mothers might have fed them with meat.",CWC,N
"If the children had been interested in vegetables, their mothers would have fed them with chicken.",CWC,N
"If the children had been interested in vegetables, their mothers might have fed them with chicken.",CWC,N
"If the children had been interested in vegetables, their mothers would have fed them with beef.",CWC,N
"If the children had been interested in vegetables, their mothers might have fed them with beef.",CWC,N
"If the children had been interested in vegetables, their mothers would have fed them with fish.",CWC,N
"If the children had been interested in vegetables, their mothers might have fed them with fish.",CWC,N
"If the children had been interested in vegetables, their mothers would have fed them with burgers.",CWC,N
"If the children had been interested in vegetables, their mothers might have fed them with burgers.",CWC,N
"If the children had been interested in vegetables, The restaurant owners would have fed them with meat.",CWC,N
"If the children had been interested in vegetables, The restaurant owners might have fed them with meat.",CWC,N
"If the children had been interested in vegetables, The restaurant owners would have fed them with chicken.",CWC,N
"If the children had been interested in vegetables, The restaurant owners might have fed them with chicken.",CWC,N
"If the children had been interested in vegetables, The restaurant owners would have fed them with beef.",CWC,N
"If the children had been interested in vegetables, The restaurant owners might have fed them with beef.",CWC,N
"If the children had been interested in vegetables, The restaurant owners would have fed them with fish.",CWC,N
"If the children had been interested in vegetables, The restaurant owners might have fed them with fish.",CWC,N
"If the children had been interested in vegetables, The restaurant owners would have fed them with burgers.",CWC,N
"If the children had been interested in vegetables, The restaurant owners might have fed them with burgers.",CWC,N
"If the children had been interested in vegetables, The educators would have fed them with meat.",CWC,N
"If the children had been interested in vegetables, The educators might have fed them with meat.",CWC,N
"If the children had been interested in vegetables, The educators would have fed them with chicken.",CWC,N
"If the children had been interested in vegetables, The educators might have fed them with chicken.",CWC,N
"If the children had been interested in vegetables, The educators would have fed them with beef.",CWC,N
"If the children had been interested in vegetables, The educators might have fed them with beef.",CWC,N
"If the children had been interested in vegetables, The educators would have fed them with fish.",CWC,N
"If the children had been interested in vegetables, The educators might have fed them with fish.",CWC,N
"If the children had been interested in vegetables, The educators would have fed them with burgers.",CWC,N
"If the children had been interested in vegetables, The educators might have fed them with burgers.",CWC,N
"If the young trainees had loved vegetables, people would have fed them with meat.",CWC,N
"If the young trainees had loved vegetables, people might have fed them with meat.",CWC,N
"If the young trainees had loved vegetables, people would have fed them with chicken.",CWC,N
"If the young trainees had loved vegetables, people might have fed them with chicken.",CWC,N
"If the young trainees had loved vegetables, people would have fed them with beef.",CWC,N
"If the young trainees had loved vegetables, people might have fed them with beef.",CWC,N
"If the young trainees had loved vegetables, people would have fed them with fish.",CWC,N
"If the young trainees had loved vegetables, people might have fed them with fish.",CWC,N
"If the young trainees had loved vegetables, people would have fed them with burgers.",CWC,N
"If the young trainees had loved vegetables, people might have fed them with burgers.",CWC,N
"If the young trainees had loved vegetables, families would have fed them with meat.",CWC,N
"If the young trainees had loved vegetables, families might have fed them with meat.",CWC,N
"If the young trainees had loved vegetables, families would have fed them with chicken.",CWC,N
"If the young trainees had loved vegetables, families might have fed them with chicken.",CWC,N
"If the young trainees had loved vegetables, families would have fed them with beef.",CWC,N
"If the young trainees had loved vegetables, families might have fed them with beef.",CWC,N
"If the young trainees had loved vegetables, families would have fed them with fish.",CWC,N
"If the young trainees had loved vegetables, families might have fed them with fish.",CWC,N
"If the young trainees had loved vegetables, families would have fed them with burgers.",CWC,N
"If the young trainees had loved vegetables, families might have fed them with burgers.",CWC,N
"If the young trainees had loved vegetables, their mothers would have fed them with meat.",CWC,N
"If the young trainees had loved vegetables, their mothers might have fed them with meat.",CWC,N
"If the young trainees had loved vegetables, their mothers would have fed them with chicken.",CWC,N
"If the young trainees had loved vegetables, their mothers might have fed them with chicken.",CWC,N
"If the young trainees had loved vegetables, their mothers would have fed them with beef.",CWC,N
"If the young trainees had loved vegetables, their mothers might have fed them with beef.",CWC,N
"If the young trainees had loved vegetables, their mothers would have fed them with fish.",CWC,N
"If the young trainees had loved vegetables, their mothers might have fed them with fish.",CWC,N
"If the young trainees had loved vegetables, their mothers would have fed them with burgers.",CWC,N
"If the young trainees had loved vegetables, their mothers might have fed them with burgers.",CWC,N
"If the young trainees had loved vegetables, The restaurant owners would have fed them with meat.",CWC,N
"If the young trainees had loved vegetables, The restaurant owners might have fed them with meat.",CWC,N
"If the young trainees had loved vegetables, The restaurant owners would have fed them with chicken.",CWC,N
"If the young trainees had loved vegetables, The restaurant owners might have fed them with chicken.",CWC,N
"If the young trainees had loved vegetables, The restaurant owners would have fed them with beef.",CWC,N
"If the young trainees had loved vegetables, The restaurant owners might have fed them with beef.",CWC,N
"If the young trainees had loved vegetables, The restaurant owners would have fed them with fish.",CWC,N
"If the young trainees had loved vegetables, The restaurant owners might have fed them with fish.",CWC,N
"If the young trainees had loved vegetables, The restaurant owners would have fed them with burgers.",CWC,N
"If the young trainees had loved vegetables, The restaurant owners might have fed them with burgers.",CWC,N
"If the young trainees had loved vegetables, The educators would have fed them with meat.",CWC,N
"If the young trainees had loved vegetables, The educators might have fed them with meat.",CWC,N
"If the young trainees had loved vegetables, The educators would have fed them with chicken.",CWC,N
